Cenario 0 S(t),Cenario 0 I(t),Cenario 0 R(t),Cenario 0 D(t),Cenario 1 S(t),Cenario 1 I(t),Cenario 1 R(t),Cenario 1 D(t),Cenario 2 S(t),Cenario 2 I(t),Cenario 2 R(t),Cenario 2 D(t),tempo(t)
000.4485886625,014.2483229334,057.3030884041,001.1460617681,006.1548285942,016.0811606009,049.7640108049,000.9952802161,003.1186578558,003.7025062800,065.1788358642,001.3035767173,207.6000
000.4479494989,014.2327708209,057.3192796802,001.1463855936,006.1498797548,016.0678353942,049.7822848510,000.9956456970,003.1175031708,003.6952461780,065.1872506512,001.3037450130,207.7000
000.4473119426,014.2172347740,057.3354532834,001.1467090657,006.1449389921,016.0545172531,049.8005437549,000.9960108751,003.1163511766,003.6879998854,065.1956489380,001.3039129788,207.8000
000.4466759888,014.2017147793,057.3516092320,001.1470321846,006.1400062906,016.0412061849,049.8187875245,000.9963757505,003.1152018663,003.6807673777,065.2040307559,001.3040806151,207.9000
000.4460416323,014.1862108235,057.3677475442,001.1473549509,006.1350816353,016.0279021969,049.8370161679,000.9967403234,003.1140552330,003.6735486307,065.2123961363,001.3042479227,208.0000
000.4454088682,014.1707228935,057.3838682383,001.1476773648,006.1301650108,016.0146052961,049.8552296931,000.9971045939,003.1129112697,003.6663436199,065.2207451105,001.3044149022,208.1000
000.4447776916,014.1552509758,057.3999713325,001.1479994267,006.1252564022,016.0013154896,049.8734281082,000.9974685622,003.1117699694,003.6591523210,065.2290777096,001.3045815542,208.2000
000.4441480976,014.1397950573,057.4160568450,001.1483211369,006.1203557942,015.9880327846,049.8916114212,000.9978322284,003.1106313254,003.6519747097,065.2373939649,001.3047478793,208.3000
000.4435200813,014.1243551247,057.4321247939,001.1486424959,006.1154631717,015.9747571880,049.9097796403,000.9981955928,003.1094953307,003.6448107619,065.2456939074,001.3049138781,208.4000
000.4428936378,014.1089311647,057.4481751975,001.1489635039,006.1105785198,015.9614887068,049.9279327735,000.9985586555,003.1083619785,003.6376604533,065.2539775682,001.3050795514,208.5000
000.4422687622,014.0935231640,057.4642080738,001.1492841615,006.1057018233,015.9482273479,049.9460708288,000.9989214166,003.1072312619,003.6305237597,065.2622449784,001.3052448996,208.6000
000.4416454497,014.0781311092,057.4802234410,001.1496044688,006.1008330672,015.9349731183,049.9641938145,000.9992838763,003.1061031743,003.6234006570,065.2704961687,001.3054099234,208.7000
000.4410236955,014.0627549872,057.4962213173,001.1499244263,006.0959722367,015.9217260249,049.9823017385,000.9996460348,003.1049777086,003.6162911212,065.2787311702,001.3055746234,208.8000
000.4404034947,014.0473947846,057.5122017207,001.1502440344,006.0911193167,015.9084860744,050.0003946089,001.0000078922,003.1038548583,003.6091951280,065.2869500137,001.3057390003,208.9000
000.4397848425,014.0320504882,057.5281646693,001.1505632934,006.0862742923,015.8952532736,050.0184724340,001.0003694487,003.1027346165,003.6021126536,065.2951527299,001.3059030546,209.0000
000.4391677342,014.0167220846,057.5441101812,001.1508822036,006.0814371488,015.8820276294,050.0365352218,001.0007307044,003.1016169765,003.5950436739,065.3033393495,001.3060667870,209.1000
000.4385521650,014.0014095605,057.5600382745,001.1512007655,006.0766078711,015.8688091484,050.0545829805,001.0010916596,003.1005019317,003.5879881649,065.3115099034,001.3062301981,209.2000
000.4379381301,013.9861129027,057.5759489672,001.1515189793,006.0717864446,015.8555978372,050.0726157182,001.0014523144,003.0993894753,003.5809461028,065.3196644219,001.3063932884,209.3000
000.4373256249,013.9708320978,057.5918422773,001.1518368455,006.0669728544,015.8423937026,050.0906334430,001.0018126689,003.0982796006,003.5739174636,065.3278029358,001.3065560587,209.4000
000.4367146446,013.9555671325,057.6077182229,001.1521543645,006.0621670858,015.8291967511,050.1086361631,001.0021727233,003.0971723011,003.5669022235,065.3359254755,001.3067185095,209.5000
000.4361051846,013.9403179935,057.6235768219,001.1524715364,006.0573691240,015.8160069893,050.1266238867,001.0025324777,003.0960675700,003.5599003586,065.3440320714,001.3068806414,209.6000
000.4354972401,013.9250846676,057.6394180923,001.1527883618,006.0525789544,015.8028244237,050.1445966219,001.0028919324,003.0949654008,003.5529118452,065.3521227541,001.3070424551,209.7000
000.4348908065,013.9098671413,057.6552420522,001.1531048410,006.0477965623,015.7896490608,050.1625543769,001.0032510875,003.0938657868,003.5459366594,065.3601975537,001.3072039511,209.8000
000.4342858791,013.8946654015,057.6710487194,001.1534209744,006.0430219330,015.7764809071,050.1804971599,001.0036099432,003.0927687216,003.5389747777,065.3682565007,001.3073651300,209.9000
000.4336824534,013.8794794347,057.6868381119,001.1537367622,006.0382550520,015.7633199689,050.1984249792,001.0039684996,003.0916741986,003.5320261763,065.3762996252,001.3075259925,210.0000
000.4330805248,013.8643092276,057.7026102476,001.1540522050,006.0334959047,015.7501662526,050.2163378428,001.0043267569,003.0905822112,003.5250908315,065.3843269574,001.3076865391,210.1000
000.4324800885,013.8491547670,057.7183651445,001.1543673029,006.0287444765,015.7370197646,050.2342357590,001.0046847152,003.0894927529,003.5181687197,065.3923385274,001.3078467705,210.2000
000.4318811402,013.8340160395,057.7341028203,001.1546820564,006.0240007529,015.7238805111,050.2521187360,001.0050423747,003.0884058172,003.5112598174,065.4003343654,001.3080066873,210.3000
000.4312836751,013.8188930318,057.7498232931,001.1549964659,006.0192647195,015.7107484985,050.2699867820,001.0053997356,003.0873213977,003.5043641009,065.4083145014,001.3081662900,210.4000
000.4306876888,013.8037857305,057.7655265806,001.1553105316,006.0145363618,015.6976237329,050.2878399053,001.0057567981,003.0862394878,003.4974815469,065.4162789653,001.3083255793,210.5000
000.4300931768,013.7886941224,057.7812127008,001.1556242540,006.0098156654,015.6845062205,050.3056781141,001.0061135623,003.0851600813,003.4906121318,065.4242277870,001.3084845557,210.6000
000.4295001344,013.7736181942,057.7968816714,001.1559376334,006.0051026158,015.6713959676,050.3235014166,001.0064700283,003.0840831716,003.4837558321,065.4321609964,001.3086432199,210.7000
000.4289085573,013.7585579324,057.8125335102,001.1562506702,006.0003971988,015.6582929801,050.3413098211,001.0068261964,003.0830087523,003.4769126245,065.4400786232,001.3088015725,210.8000
000.4283184410,013.7435133238,057.8281682352,001.1565633647,005.9956993999,015.6451972642,050.3591033359,001.0071820667,003.0819368171,003.4700824855,065.4479806974,001.3089596139,210.9000
000.4277297810,013.7284843551,057.8437858639,001.1568757173,005.9910092049,015.6321088260,050.3768819691,001.0075376394,003.0808673596,003.4632653919,065.4558672485,001.3091173450,211.0000
000.4271425728,013.7134710128,057.8593864143,001.1571877283,005.9863265995,015.6190276713,050.3946457291,001.0078929146,003.0798003734,003.4564613204,065.4637383062,001.3092747661,211.1000
000.4265568121,013.6984732838,057.8749699041,001.1574993981,005.9816515695,015.6059538063,050.4123946242,001.0082478925,003.0787358524,003.4496702475,065.4715939001,001.3094318780,211.2000
000.4259724944,013.6834911545,057.8905363511,001.1578107270,005.9769841006,015.5928872368,050.4301286626,001.0086025733,003.0776737900,003.4428921502,065.4794340598,001.3095886812,211.3000
000.4253896153,013.6685246119,057.9060857728,001.1581217155,005.9723241786,015.5798279687,050.4478478527,001.0089569571,003.0766141801,003.4361270052,065.4872588147,001.3097451763,211.4000
000.4248081705,013.6535736424,057.9216181871,001.1584323637,005.9676717895,015.5667760079,050.4655522026,001.0093110441,003.0755570164,003.4293747894,065.4950681942,001.3099013639,211.5000
000.4242281555,013.6386382327,057.9371336117,001.1587426722,005.9630269190,015.5537313602,050.4832417208,001.0096648344,003.0745022926,003.4226354795,065.5028622278,001.3100572446,211.6000
000.4236495661,013.6237183696,057.9526320643,001.1590526413,005.9583895530,015.5406940314,050.5009164156,001.0100183283,003.0734500026,003.4159090526,065.5106409448,001.3102128189,211.7000
000.4230723978,013.6088140397,057.9681135624,001.1593622712,005.9537596776,015.5276640273,050.5185762951,001.0103715259,003.0724001400,003.4091954855,065.5184043745,001.3103680875,211.8000
000.4224966465,013.5939252297,057.9835781238,001.1596715625,005.9491372786,015.5146413535,050.5362213679,001.0107244274,003.0713526987,003.4024947552,065.5261525460,001.3105230509,211.9000
000.4219223077,013.5790519262,057.9990257661,001.1599805153,005.9445223420,015.5016260158,050.5538516422,001.0110770328,003.0703076726,003.3958068387,065.5338854887,001.3106777098,212.0000
000.4213493772,013.5641941158,058.0144565070,001.1602891301,005.9399148539,015.4886180198,050.5714671263,001.0114293425,003.0692650554,003.3891317131,065.5416032315,001.3108320646,212.1000
000.4207778507,013.5493517854,058.0298703639,001.1605974073,005.9353148003,015.4756173711,050.5890678286,001.0117813566,003.0682248411,003.3824693554,065.5493058036,001.3109861161,212.2000
000.4202077240,013.5345249214,058.0452673546,001.1609053471,005.9307221672,015.4626240753,050.6066537574,001.0121330751,003.0671870234,003.3758197427,065.5569932339,001.3111398647,212.3000
000.4196389928,013.5197135106,058.0606474965,001.1612129499,005.9261369409,015.4496381380,050.6242249211,001.0124844984,003.0661515964,003.3691828521,065.5646655515,001.3112933110,212.4000
000.4190716529,013.5049175397,058.0760108073,001.1615202161,005.9215591073,015.4366595646,050.6417813281,001.0128356266,003.0651185538,003.3625586609,065.5723227853,001.3114464557,212.5000
000.4185057001,013.4901369953,058.0913573045,001.1618271461,005.9169886527,015.4236883606,050.6593229867,001.0131864597,003.0640878897,003.3559471462,065.5799649640,001.3115992993,212.6000
000.4179411302,013.4753718641,058.1066870057,001.1621337401,005.9124255633,015.4107245314,050.6768499053,001.0135369981,003.0630595980,003.3493482853,065.5875921166,001.3117518423,212.7000
000.4173779390,013.4606221328,058.1219999283,001.1624399986,005.9078698252,015.3977680826,050.6943620923,001.0138872418,003.0620336727,003.3427620555,065.5952042718,001.3119040854,212.8000
000.4168161223,013.4458877879,058.1372960898,001.1627459218,005.9033214247,015.3848190193,050.7118595560,001.0142371911,003.0610101077,003.3361884340,065.6028014583,001.3120560292,212.9000
000.4162556760,013.4311688163,058.1525755077,001.1630515102,005.8987803481,015.3718773470,050.7293423049,001.0145868461,003.0599888970,003.3296273982,065.6103837048,001.3122076741,213.0000
000.4156965960,013.4164652045,058.1678381995,001.1633567640,005.8942465817,015.3589430710,050.7468103473,001.0149362069,003.0589700348,003.3230789255,065.6179510398,001.3123590208,213.1000
000.4151388781,013.4017769392,058.1830841827,001.1636616837,005.8897201118,015.3460161965,050.7642636917,001.0152852738,003.0579535149,003.3165429933,065.6255034919,001.3125100698,213.2000
000.4145825182,013.3871040070,058.1983134747,001.1639662695,005.8852009248,015.3330967287,050.7817023465,001.0156340469,003.0569393314,003.3100195790,065.6330410896,001.3126608218,213.3000
000.4140275123,013.3724463948,058.2135260929,001.1642705219,005.8806890071,015.3201846729,050.7991263200,001.0159825264,003.0559274785,003.3035086601,065.6405638613,001.3128112772,213.4000
000.4134738562,013.3578040890,058.2287220547,001.1645744411,005.8761843450,015.3072800342,050.8165356208,001.0163307124,003.0549179502,003.2970102142,065.6480718356,001.3129614367,213.5000
000.4129215460,013.3431770765,058.2439013775,001.1648780276,005.8716869250,015.2943828178,050.8339302572,001.0166786051,003.0539107407,003.2905242187,065.6555650406,001.3131113008,213.6000
000.4123705774,013.3285653438,058.2590640788,001.1651812816,005.8671967336,015.2814930287,050.8513102377,001.0170262048,003.0529058439,003.2840506513,065.6630435047,001.3132608701,213.7000
000.4118209466,013.3139688776,058.2742101757,001.1654842035,005.8627137573,015.2686106720,050.8686755707,001.0173735114,003.0519032542,003.2775894896,065.6705072562,001.3134101451,213.8000
000.4112726495,013.2993876647,058.2893396858,001.1657867937,005.8582379827,015.2557357527,050.8860262646,001.0177205253,003.0509029656,003.2711407112,065.6779563232,001.3135591265,213.9000
000.4107256821,013.2848216916,058.3044526264,001.1660890525,005.8537693961,015.2428682759,050.9033623280,001.0180672466,003.0499049723,003.2647042937,065.6853907340,001.3137078147,214.0000
000.4101800403,013.2702709450,058.3195490146,001.1663909803,005.8493079843,015.2300082465,050.9206837692,001.0184136754,003.0489092685,003.2582802150,065.6928105164,001.3138562103,214.1000
000.4096357203,013.2557354117,058.3346288680,001.1666925774,005.8448537339,015.2171556694,050.9379905967,001.0187598119,003.0479158485,003.2518684528,065.7002156987,001.3140043140,214.2000
000.4090927180,013.2412150783,058.3496922037,001.1669938441,005.8404066314,015.2043105495,050.9552828191,001.0191056564,003.0469247063,003.2454689848,065.7076063089,001.3141521262,214.3000
000.4085510295,013.2267099315,058.3647390390,001.1672947808,005.8359666636,015.1914728917,050.9725604447,001.0194512089,003.0459358364,003.2390817889,065.7149823747,001.3142996475,214.4000
000.4080106509,013.2122199579,058.3797693912,001.1675953878,005.8315338172,015.1786427007,050.9898234821,001.0197964696,003.0449492328,003.2327068429,065.7223439243,001.3144468785,214.5000
000.4074715783,013.1977451442,058.3947832775,001.1678956656,005.8271080787,015.1658199815,051.0070719397,001.0201414388,003.0439648900,003.2263441247,065.7296909853,001.3145938197,214.6000
000.4069338077,013.1832854771,058.4097807152,001.1681956143,005.8226894351,015.1530047388,051.0243058261,001.0204861165,003.0429828022,003.2199936123,065.7370235855,001.3147404717,214.7000
000.4063973352,013.1688409434,058.4247617214,001.1684952344,005.8182778731,015.1401969773,051.0415251496,001.0208305030,003.0420029637,003.2136552835,065.7443417529,001.3148868351,214.8000
000.4058621571,013.1544115296,058.4397263134,001.1687945263,005.8138733795,015.1273967016,051.0587299189,001.0211745984,003.0410253688,003.2073291164,065.7516455149,001.3150329103,214.9000
000.4053282693,013.1399972224,058.4546745083,001.1690934902,005.8094759410,015.1146039166,051.0759201424,001.0215184028,003.0400500118,003.2010150889,065.7589348992,001.3151786980,215.0000
000.4047956680,013.1255980086,058.4696063233,001.1693921265,005.8050855446,015.1018186267,051.0930958287,001.0218619166,003.0390768873,003.1947131792,065.7662099335,001.3153241987,215.1000
000.4042643495,013.1112138749,058.4845217756,001.1696904355,005.8007021772,015.0890408366,051.1102569862,001.0222051397,003.0381059894,003.1884233654,065.7734706453,001.3154694129,215.2000
000.4037343099,013.0968448078,058.4994208823,001.1699884176,005.7963258256,015.0762705509,051.1274036236,001.0225480725,003.0371373125,003.1821456254,065.7807170620,001.3156143412,215.3000
000.4032055453,013.0824907942,058.5143036605,001.1702860732,005.7919564767,015.0635077741,051.1445357492,001.0228907150,003.0361708512,003.1758799376,065.7879492112,001.3157589842,215.4000
000.4026780520,013.0681518207,058.5291701273,001.1705834025,005.7875941177,015.0507525107,051.1616533716,001.0232330674,003.0352065998,003.1696262801,065.7951671201,001.3159033424,215.5000
000.4021518262,013.0538278739,058.5440202998,001.1708804060,005.7832387353,015.0380047652,051.1787564995,001.0235751300,003.0342445527,003.1633846310,065.8023708162,001.3160474163,215.6000
000.4016268642,013.0395189407,058.5588541951,001.1711770839,005.7788903168,015.0252645420,051.1958451413,001.0239169028,003.0332847045,003.1571549688,065.8095603267,001.3161912065,215.7000
000.4011031621,013.0252250077,058.5736718303,001.1714734366,005.7745488490,015.0125318455,051.2129193055,001.0242583861,003.0323270495,003.1509372716,065.8167356789,001.3163347136,215.8000
000.4005807162,013.0109460615,058.5884732223,001.1717694644,005.7702143190,014.9998066801,051.2299790008,001.0245995800,003.0313715823,003.1447315177,065.8238969000,001.3164779380,215.9000
